SurvYear,SurvMonth,GrYrMo,OrigSeq,COL,DEPT,MAJ,Level,Gender,Ethnic,AgeAtGrad,Disability,Birthdate,StartSem,StartYr,PrevBachMajor,PrevBachInstitu,PrevBachYr,_ndPrevBachMaj,_ndPrevBachInst,_ndPrevBachYr,PrevMastfMajor,PrevMastInst,PrevMastYr,_ndPrevMastMajor,_ndPrevMastInstitu,_ndPrevMastYr,PrevDoctMajor,PrevDoctInst,PrevDoctYr,Reason1st,Reason2nd,Reason3rd,ReasonOth,GenRating,FacKnowledge,FacTeaching,FacResInClass,FacOutsideClass,DeptStaff,FacIntSuccess,ApplicCourses,CourseAvail,OppWorkResProj,ClassLabQual,ResLabQual,GrAdvisAvail,GrAdvAdmin,GrAdvPersonal,GrAdvCareerAdv,GeAdvUsefulAccurate,GrAdvPlcmt,MajProfAvail,MajProfAcad,MajProfDis_Thes,MajProfCareerAdv,MajProfUsefulAccurate,MajProfPlcemt,ConfAttnd,ConfPapers,JournlPublicn,NearFuturePlans,FutureRelToDeg,FutureEmployType,Expense,Housing,CulturalOps,SocialOps,Collegiality,InternatStuAcceptance,MinorityAcceptance,LibBooks,LibJournl,LibRef,LibStudy,LibILL,LibUsrAsst,LibHrs,OwnPC,BorrowPC,CompGen,CompUsage,CompLocaOrig,CompLocaNorm,CompAvail,CompQual,CompUsrAsst,UC_SUB,RecCntr,HalthServ,CounselingCntr,CareerP_P,StuPublica,Parking,BusServ,Security,StuAttny,Bookstore,DisabStuSrv,GradAdmis,GradSchool,RegisRegistrar,Bursr,InternatProg,FinAid,ParentsInCollege,FinSupDataQual,Fin_RA,Fin_TA,Fin_GA,Fin_PT,Fin_FT,Fin_Scholarsh,Fin_Spouse,Fin_Parent,Fin_Loan,Fin_Grant,Fin_Trust,Fin_Employer,Fin_Military,Fin_Govt,Fin_Oth,Fin_Credit_Cards,Fin_OthDefined
2000,Dec.,200012,40,ED,EP&L,Special Education,Mast.,F,H,,?,,Spr.,1999,?,?,,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Major program,Scholarship,WorkWParticFac,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,Searching,N/A,N/A,3,1,3,3,4,,3,5,5,5,5,3,5,5,Yes,No,,5,ED,DEPT-ED,4,5,4,3,,,,,,,4,4,,3,5,5,5,4,4,,3,No college,Err,,,,,,,,,,,,,,,,,
2000,Dec.,200012,41,BA,BA GEN,Gen. Business,Mast.,M,W,,?,,Sum.,1995,Electrical Engr.,TTU,1995,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,EmployedLubbock,Location,Major program,,1,4,3,2,1,3,2,3,1,2,3,3,4,4,3,3,3,3,2,4,3,3,3,3,,,,Cont. Employ.,Marginal,?,3,3,3,3,3,,,3,3,4,4,3,4,4,Yes,Yes,,4,BA,BA,4,3,3,,,,,,,,,,,,,4,4,,,,,Master's,OK,,,,,1,,,,,,,,,,,,
2000,Dec.,200012,42,ED,EDUC,Educ. (Graduate-unspecified),Mast.,M,W,47,?,,Fall,1997,?,?,,N/A,N/A,,Religion,?,,N/A,N/A,,N/A,N/A,,Major program,EmployedLubbock,Location,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,New job,Very Close,Health Care,,,5,5,,,,2,2,3,5,5,5,5,Yes,?,,3,AT,ATLC,5,5,5,,,,,,,,,,,,,,,,,,,Doctorate,OK,,,,1,,,,,,,,,,,,,
2000,Dec.,200012,43,HS,ENRHM,RHIM,Mast.,F,N,,?,,Spr.,1999,Health Care,?,1997,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Cost,Scholarship,Location,,4,4,4,4,5,4,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,,,,Cont. Employ.,Very Close,Business,3,3,3,2,3,3,3,4,4,4,4,4,4,4,No,No,,5,HS,DEPT-HS,3,4,4,3,3,3,,,,,3,4,4,4,,4,4,4,4,4,,Bachelor's,Err,,,,,,,,,,,,,,,,,
2000,Dec.,200012,44,EN,M E,Mechanical Engr.,Mast.,M,N,,?,,Sum.,1999,Mechanical Engr.,[India],1987,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,RespError,RespError,RespError,,1,2,1,1,1,4,1,1,1,1,1,1,1,2,1,1,3,4,2,1,2,2,2,1,,,,New job,Fairly Close,Industry,,5,3,2,1,4,4,4,4,4,4,4,4,3,No,Yes,,5,ME,DEPT-EN,3,3,1,5,5,1,4,4,2,,,,,4,,4,4,4,3,1,1,Bachelor's,Err,,,,,,,,,,,,,,,,,
2000,Dec.,200012,45,AG,ANSC,Food & Technology,Mast.,F,N,,?,,Sum.,1998,Food Tech.,[Honduras],1991,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,EmployedLubbock,TA/RA,WorkWParticFac,,4,4,3,3,4,5,2,2,3,2,3,2,5,5,5,5,5,5,5,5,5,5,5,5,,,,Searching,N/A,N/A,3,3,4,4,4,3,2,2,3,2,4,4,4,4,Yes,No,,5,AT,ATLC,4,3,5,5,5,4,4,,,1,4,5,,5,5,4,4,4,4,4,4,Bachelor's,Err,,,,,,,,,,,,,,,,,
2000,Dec.,200012,46,EN,C E,Civil Engineering,Mast.,M,N,,?,,Spr.,1999,?,?,,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,TA/RA,Cost,Gen. educ. reputation,,3,3,2,2,5,4,4,2,2,3,2,2,5,5,5,4,4,4,5,5,4,4,4,3,,,,Searching,N/A,N/A,2,2,2,2,,5,,3,3,3,2,2,3,2,No,?,,5,C E,DEPT-EN,4,4,4,4,,4,,5,,,,,5,5,,3,4,,4,4,,Master's,OK,0.8,,,,,,0.1,0.1,,,,,,,,,
2000,Dec.,200012,47,EN,E E,Electrical Engr.,Mast.,M,N,,?,,Sum.,1998,Electrical Engr.,?,,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Scholarship,Cost,Location,,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4,,,,New job,Very Close,Industry,3,3,1,2,,2,2,4,4,4,4,5,4,4,Yes,Yes,,5,E E,DEPT-EN,5,5,4,,2,,,3,,1,2,,,,,,4,4,3,,,Bachelor's,OK,1,,,,,,,,,,,,,,,,
2000,Dec.,200012,48,AG,RWFM,Range Science,Mast.,F,W,,?,,Fall,1997,?,?,,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,TA/RA,Cost,Location,,2,4,2,2,4,4,4,2,3,3,3,3,3,3,3,4,4,3,5,2,2,3,2,2,,,1,Cont. Educ.,N/A,N/A,3,3,1,2,3,,,3,4,3,3,3,3,2,Yes,No,,2,R&WM,DEPT-AG,2,3,2,2,5,,,,,2,2,2,,2,,3,3,3,3,,2,Bachelor's,OK,0.7,,,,,,0.3,,,,,,,,,,
2000,Dec.,200012,49,HS,MEDCE,Environmental Design,Mast.,F,N,,?,,Sum.,1997,?,?,,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,FacultyRecommended,Cost,TA/RA,,,3,4,1,5,2,4,4,2,2,5,5,5,5,3,4,2,1,5,5,5,4,4,4,,,,New job,Fairly Close,Industry,2,3,4,3,,2,2,2,3,4,2,4,4,3,Yes,?,,3,HS,DEPT-HS,5,5,5,4,,,,4,,,5,5,,3,,3,4,4,3,4,,Doctorate,Err,,,,,,,,,,,,,,,,,
2000,Dec.,200012,50,EN,E E,Electrical Engr.,Doct.,M,N,,?,,Fall,1997,?,?,,N/A,N/A,,?,?,,N/A,N/A,,N/A,N/A,,Other,TA/RA,FacultyRecommended,Opportunity,5,5,2,5,3,4,2,1,1,5,3,5,2,1,1,2,2,1,2,4,3,5,5,5,,,,Searching,N/A,N/A,2,2,2,2,2,4,4,3,3,3,3,3,3,4,Yes,Yes,,5,Lab,DEPT-EN,4,4,4,4,,,,,,,,4,4,4,,4,4,4,4,,,Doctorate,OK,1,,,,,,,,,,,,,,,,
2000,Dec.,200012,51,AG,RWFM,Range Science,Doct.,M,N,,?,,Sum.,1993,Animal Sci.,[Mexico],1985,N/A,N/A,,Range Sci.,TTU,1996,N/A,N/A,,N/A,N/A,,TA/RA,Family/FriendsRecom'd,Gen. educ. reputation,,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,,,1,New job,Very Close,Govt.,2,2,4,3,5,3,,3,2,2,4,4,4,5,Yes,No,,5,R&WM,DEPT-AG,3,4,4,3,4,4,,,,1,5,4,,1,,3,4,4,1,4,,No college,OK,0.34,,,,,0.33,,,,,,0.33,,,,,
2000,Dec.,200012,52,EN,C S,Computer Science,Mast.,M,N,,?,,Fall,1999,?,?,,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Scholarship,Gen. educ. reputation,ResearchInterest,,3,2,2,2,2,2,2,3,3,3,2,3,3,2,3,3,2,2,2,3,4,4,3,4,,,1,New job,Very Close,Industry,3,3,3,3,3,4,4,3,3,3,3,3,3,3,Yes,No,,5,AT,ATLC,4,4,4,4,4,4,,4,,3,,3,,3,,3,3,3,3,3,3,Bachelor's,OK,0.8,0.2,,,,,,,,,,,,,,,
2000,Dec.,200012,53,AG,AAEC,Ag. & Applied Eco.,Doct.,M,N,,?,,Fall,1996,Ag. Eco.,[China],1993,N/A,N/A,,Ag. Eco.,[China],1996,N/A,N/A,,N/A,N/A,,Major program,Cost,Scholarship,,3,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,,,,Evaluating,Very Close,Higher Ed.,4,3,3,3,3,3,3,4,4,4,4,4,4,4,Yes,No,,5,AAEC,DEPT-AG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,Master's,OK,1,,,,,,,,,,,,,,,,
2000,Dec.,200012,54,AS,BIOL,Biology,Mast.,F,W,,?,,Sum.,1998,?,?,,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Major program,WorkWParticFac,PrevAtTTU,,3,4,3,5,4,4,5,4,4,5,3,4,5,4,4,4,4,4,5,5,5,4,4,4,,,3,Evaluating,Very Close,Govt.,3,4,4,4,3,,,3,4,4,3,4,4,4,Yes,No,,5,BIOL,DEPT-AS-SC,4,4,4,4,5,1,,,,1,3,3,,4,,4,4,4,4,,3,Bachelor's,OK,0.6,,,,,,,0.1,0.3,,,,,,,,
2000,Dec.,200012,55,AS,COMS,Comm. Studies,Mast.,F,W,,?,,Sum.,1999,Comm. Studies,TTU,1999,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Gen. educ. reputation,PrevAtTTU,FacultyRecommended,,4,5,5,5,5,5,5,5,3,5,3,3,4,4,4,4,4,4,5,4,5,5,5,5,,,,Searching,N/A,N/A,1,4,3,4,5,,,5,5,5,5,5,5,5,Yes,Yes,,4,COMS,DEPT-AS-HU,3,3,1,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,,4,Some college,OK,,0.25,0.25,,,,,,0.5,,,,,,,,
2000,Dec.,200012,56,EN,C E,Civil Engineering,Mast.,M,H,,?,,Spr.,1999,?,?,,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,RespError,RespError,RespError,,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,,,,Evaluating,Very Close,Industry,4,4,4,4,4,4,4,3,3,3,3,4,4,4,Yes,?,,2,C E,DEPT-EN,4,4,4,4,4,4,,4,4,2,4,4,,4,,4,4,4,4,,4,Some college,OK,0.4,,,,,,0.05,0.05,0.35,0.05,0.05,,,0.05,,,
2000,Dec.,200012,57,ED,EP&L,Educ. Leadership,Doct.,F,W,,?,,Fall,1997,Education,TTU,1972,N/A,N/A,,Education,Angelo State,1975,N/A,N/A,,N/A,N/A,,Location,FacultyRecommended,blank,,5,4,4,4,5,5,5,4,4,3,4,4,4,4,4,4,4,4,5,5,5,4,4,4,,,,Cont. Employ.,Fairly Close,K-12 Educ.,3,3,3,3,5,,,4,4,4,4,5,4,4,Yes,?,,4,ED,DEPT-ED,4,3,3,,,,,,,4,,,,4,,4,4,4,4,,,Some college,OK,,,,,,0.2,,,,,0.8,,,,,,
2000,Dec.,200012,58,AG,PSS,Crop Science,Mast.,M,W,,?,,Fall,1998,Agronomy,?,1998,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,RespError,RespError,RespError,,4,5,5,4,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,3,4,4,4,4,,,,Cont. Employ.,Very Close,Higher Ed.,1,1,3,4,3,,,3,3,3,3,3,2,3,No,Yes,,1,N/A,N/A,,,,4,4,3,2,3,3,1,2,3,2,2,,4,4,3,3,,,Some college,OK,0.05,,0.05,,0.05,0.8,,0.05,,,,,,,,,
2000,Dec.,200012,59,ED,EP&L,Educ. Psychology,Doct.,F,W,,?,,Spr.,1997,?,?,,N/A,N/A,,?,?,,N/A,N/A,,N/A,N/A,,Location,Cost,FacultyRecommended,,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,4,5,5,5,5,5,4,,,,Searching,N/A,N/A,4,,3,3,4,,,2,2,2,2,3,1,4,Yes,No,,3,ED,DEPT-ED,3,2,2,4,,,,,,1,2,3,,4,,5,5,4,4,,,Master's,OK,0.2,,,,,,0.8,,,,,,,,,,
2000,Dec.,200012,60,EN,E E,Electrical Engr.,Mast.,M,N,,?,,Spr.,1998,Electrical Engr.,?,1992,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Family/FriendsRecom'd,Cost,TA/RA,,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,,,,New job,Very Close,Business,3,3,2,2,3,4,3,3,3,4,4,5,5,5,Yes,Yes,,5,E E,DEPT-EN,5,4,4,4,4,3,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,Master's,OK,,0.6,,,,,,0.4,,,,,,,,,
2000,Dec.,200012,61,AS,COMS,Comm. Studies,Mast.,F,W,,?,,Spr.,1999,Comm. Studies,TTU,1998,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,WorkWParticFac,Cost,TA/RA,,4,5,4,5,5,4,5,4,4,5,4,5,3,4,2,2,4,2,5,5,5,5,5,5,,,,Evaluating,Marginal,Other,4,4,2,4,4,,,3,3,3,4,4,3,3,Yes,?,,3,COMS,DEPT-AS-HU,5,5,5,5,5,5,,5,5,1,4,,5,4,,5,5,5,5,,3,Bachelor's,OK,,0.2,,,,,0.6,,0.2,,,,,,,,
2000,Dec.,200012,62,EN,CH E,Chemical Engr.,Mast.,M,N,,?,,Spr.,1999,Chemical Engr.,[foreign],1998,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,WorkWParticFac,ResearchInterest,FacultyRecommended,,2,1,2,2,4,5,1,1,5,4,3,3,5,4,4,4,1,1,5,5,5,3,3,2,,,1,New job,Not Reltd,Business,4,4,3,4,1,,,1,4,1,5,5,5,1,No,Yes,,5,CH E,DEPT-EN,5,5,5,2,4,4,,2,4,1,,4,,3,,5,5,5,5,,,Professional,Err,,,,,,,,,,,,,,,,,
2000,Dec.,200012,63,EN,C E,Civil Engineering,Mast.,M,N,,?,,Spr.,1999,Technology,[India],1997,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Family/FriendsRecom'd,ResearchInterest,TA/RA,,5,4,4,3,4,4,4,2,4,2,4,4,4,4,2,3,4,2,4,4,4,4,4,4,,,1,New job,Not Reltd,Business,2,2,3,3,2,4,4,3,4,3,4,5,4,4,Yes,No,,4,HDFS,DEPT-HS,5,4,4,4,5,,,4,,1,4,4,5,3,,4,4,,4,,2,Bachelor's,OK,0.8,,,,,0.1,,,0.1,,,,,,,,
2000,Dec.,200012,64,AS,BIOL,Zoology,Doct.,M,W,,?,,Fall,1997,?,?,,N/A,N/A,,?,?,,N/A,N/A,,N/A,N/A,,ResearchInterest,WorkWParticFac,TA/RA,,3,4,3,2,4,5,4,3,3,4,2,4,5,4,4,4,4,4,5,4,4,4,4,4,,,16,Evaluating,Very Close,Higher Ed.,4,3,3,3,3,,,3,4,4,2,3,2,3,Yes,Yes,,2,AT,ATLC,3,3,3,3,4,2,3,3,3,1,2,3,3,2,3,3,4,4,4,3,2,Some college,Err,,,,,,,,,,,,,,,,,
2000,Dec.,200012,65,ED,C&I,Curriculum & Instruction,Doct.,F,W,,?,,Sum.,1987,Geology,McMurry,1982,N/A,N/A,,?,?,,N/A,N/A,,N/A,N/A,,EmployedLubbock,WorkWParticFac,PrevAtTTU,,4,5,5,4,4,3,5,5,4,4,2,2,5,4,4,5,5,4,5,5,5,4,5,4,,,,Cont. Employ.,Very Close,Higher Ed.,3,,2,2,1,,,2,4,3,3,3,2,4,Yes,?,,3,ED,DEPT-ED,1,2,2,4,,3,,,3,1,2,3,,2,,3,5,3,3,,3,No college,Err,,,,,,,,,,,,,,,,,
2000,Dec.,200012,66,AS,CHEM,Chemistry,Doct.,F,N,,?,,Fall,1996,Biochemistry,[Canada],1992,N/A,N/A,,Chemistry,No. Dakota St.,1996,N/A,N/A,,N/A,N/A,,WorkWParticFac,Family/FriendsRecom'd,ResearchInterest,,4,5,3,3,4,4,4,4,5,5,3,3,5,5,5,1,5,1,5,5,5,5,5,5,,,4,New job,Marginal,Govt.,4,3,2,2,2,4,,4,3,4,5,5,5,5,No,Yes,,5,CHEM,DEPT-AS-SC,4,4,4,3,4,,,3,4,4,,,,5,,5,5,5,3,5,3,No college,OK,0.8,0.1,,,,0.1,,,,,,,,,,,
2000,Dec.,200012,67,EN,E E,Electrical Engr.,Mast.,M,N,,?,,Fall,1998,Civil Engr.,[India],1998,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,TA/RA,Location,Gen. educ. reputation,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,New job,Very Close,Industry,2,4,2,2,4,4,4,4,4,4,4,4,4,4,No,Yes,,5,E E,DEPT-EN,4,4,4,5,5,4,5,5,,,,,,4,,5,5,,5,5,5,Bachelor's,Err,,,,,,,,,,,,,,,,,
2000,Dec.,200012,68,EN,C E,Civil Engineering,Mast.,M,N,,?,,Fall,1999,Civil Engr.,[China],1998,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,RespError,RespError,RespError,,4,4,5,5,5,4,5,4,4,5,4,4,5,5,4,4,5,4,5,5,5,4,4,4,,,,Cont. Educ.,N/A,N/A,3,3,2,2,3,4,4,4,4,4,4,4,4,4,Yes,Yes,,5,C E,DEPT-EN,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,Bachelor's,OK,1,,,,,,,,,,,,,,,,
2000,Dec.,200012,69,EN,E E,Electrical Engr.,Mast.,M,W,,?,,Sum.,1998,Electrical Engr.,TTU,1998,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Scholarship,Major program,PrevAtTTU,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,New job,Very Close,Industry,4,4,4,4,4,,,4,4,4,4,4,4,4,Yes,No,,5,E E,DEPT-EN,5,5,5,4,4,,,4,4,3,4,,,3,,4,4,4,4,,4,Some college,OK,,,,,,0.85,0.05,0.05,0.05,,,,,,,,
2000,Dec.,200012,70,AS,COMS,Comm. Studies,Mast.,F,W,,?,,Fall,1999,Communications,?,,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Major program,TA/RA,WorkWParticFac,,4,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,Searching,N/A,N/A,3,2,2,2,2,,,2,3,2,4,3,1,3,Yes,No,,5,AT,ATLC,1,2,1,4,4,,,,,,,,,4,,4,4,3,3,3,3,No college,OK,,0.3,,0.3,0.1,,,0.3,,,,,,,,,
2000,Dec.,200012,71,AS,BIOL,Biology,Doct.,M,W,,?,,Fall,1993,Biology,Howard Payne,1993,N/A,N/A,,?,?,,N/A,N/A,,N/A,N/A,,Location,Cost,TA/RA,,4,4,4,3,4,5,4,4,3,4,3,3,3,3,3,3,2,2,4,2,2,3,2,3,,,1,New job,Very Close,Higher Ed.,4,3,3,3,3,,,2,2,3,3,2,4,4,Yes,Yes,,3,Lab,DEPT-AS-SC,5,5,3,4,,3,,,,2,,,,3,,3,4,3,3,,2,Doctorate,OK,0.25,0.25,,,,,0.25,,0.25,,,,,,,,
2000,Dec.,200012,72,AS,ENGL,English,Doct.,F,W,,?,,Fall,1992,English,Okla. Central,1960,N/A,N/A,,English,ENMU,1991,N/A,N/A,,N/A,N/A,,TA/RA,blank,blank,,4,4,4,2,4,5,3,4,5,,,,3,3,3,3,5,1,2,4,1,3,4,1,,,,New job,Very Close,Higher Ed.,3,,4,,3,,,5,5,5,,5,5,4,Yes,Yes,,3,Library,LIBRARY,3,3,3,4,,,,4,5,1,3,4,,3,,5,5,5,5,,,Some college,OK,,0.6,,0.3,,0.05,,,,,,,,,0.05,,[no response]
2000,Dec.,200012,73,AS,MATH,Mathematics,Mast.,M,W,,?,,Sum.,1999,Mathematics,?,,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,TA/RA,FacultyRecommended,PrevAtTTU,,5,5,5,5,5,5,5,,,,,,3,2,4,3,3,3,,,,,,,,,,Searching,N/A,N/A,3,,,,5,,,,,,,,,,Yes,No,,5,Other,OTH,5,4,5,5,5,3,,3,,1,4,,,,,5,5,4,4,,,Master's,OK,,0.8,,0.1,,,0.1,,,,,,,,,,
2000,Dec.,200012,74,EN,E E,Electrical Engr.,Mast.,M,N,,?,,Fall,1992,Physics,[Korea],1985,N/A,N/A,,Physics,[Korea],1987,N/A,N/A,,N/A,N/A,,TA/RA,Cost,Major program,,4,5,5,5,4,5,4,4,3,3,3,4,5,5,5,5,5,5,4,5,5,5,5,4,,,,Searching,N/A,N/A,4,4,1,1,3,4,4,1,1,1,3,2,2,2,Yes,Yes,,5,PHYS,DEPT-AS-SC,2,1,4,3,4,5,4,4,3,3,3,3,3,3,3,4,4,3,1,4,4,No college,OK,0.2,0.8,,,,,,,,,,,,,,,
2000,Dec.,200012,75,GR,MUSM,Museum Science,Mast.,F,W,,?,,Fall,1998,?,?,,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,FacultyRecommended,TA/RA,Major program,,3,2,2,1,2,3,3,2,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,Searching,N/A,N/A,1,2,1,3,2,,,1,1,1,3,3,3,4,Yes,Yes,,2,Museum,MUSEUM,4,2,2,,3,3,,,,2,,3,,3,,3,3,3,2,,1,Master's,OK,0.5,,,,,,0.5,,,,,,,,,,
2000,Dec.,200012,76,AG,ANSC,Animal Science,Mast.,F,W,,?,,Sum.,1998,Animal Sci.,Michigan St.,,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,RespError,RespError,RespError,,3,4,4,4,4,4,4,2,3,3,3,2,,,,,,,1,1,1,1,1,1,,,,Cont. Educ.,N/A,N/A,4,3,2,2,2,,,1,1,1,3,2,3,3,Yes,No,,3,AT,ATLC,4,4,4,2,,,,,3,3,4,3,,4,,3,4,3,3,,,Master's,OK,,0.6,,,,0.1,,0.3,,,,,,,,,
2000,Dec.,200012,78,AS,ENGL,English,Mast.,F,W,,?,,Sum.,1996,Tech. Comm.,?,,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Location,Cost,PrevAtTTU,,5,5,5,4,5,3,3,4,5,,5,,5,5,,,5,,5,5,5,5,5,5,,,,Evaluating,Very Close,K-12 Educ.,,,,,,,,3,3,3,3,3,3,3,Yes,?,,3,Library,LIBRARY,4,4,3,3,3,3,3,3,3,3,3,3,3,3,,4,4,1,1,,,No college,Err,,,,,,,,,,,,,,,,,
2000,Dec.,200012,79,AR,ARCH,Architecture,Mast.,F,W,,?,,Sum.,1997,?,?,,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,FacultyRecommended,PrevAtTTU,Location,,4,4,5,4,4,5,5,4,5,4,4,5,4,4,4,5,5,4,4,4,5,4,5,4,,,,Other,N/A,N/A,2,3,4,4,4,,,4,4,4,4,4,4,4,Yes,No,,3,ARCH,DEPT-AR,5,5,5,4,4,4,4,,,1,3,3,,4,,3,3,3,3,,3,Some college,Err,,,,,,,,,,,,,,,,,
2000,Dec.,200012,80,EN,PETR,Petroleum Engr.,Mast.,M,N,,?,,Spr.,1999,Chemical Engr.,[Azerbijan],1997,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,Scholarship,Major program,TA/RA,,3,4,2,3,3,4,3,3,4,3,4,3,4,4,3,2,4,3,5,4,4,3,3,3,,,,Cont. Educ.,N/A,N/A,4,4,3,3,3,4,3,3,4,3,4,4,4,4,No,Yes,,5,C S,DEPT-EN,5,4,4,4,,3,,3,,,5,5,,3,,4,4,4,4,4,,Professional,OK,1,,,,,,,,,,,,,,,,
2000,Dec.,200012,81,ED,EP&L,Educ. Leadership,Doct.,M,W,,?,,Spr.,1988,?,?,,N/A,N/A,,?,?,,N/A,N/A,,N/A,N/A,,Gen. educ. reputation,Major program,EmployedLubbock,,5,5,5,5,4,5,5,5,5,5,5,4,4,3,3,3,3,3,4,5,5,3,3,3,,,,Cont. Employ.,Very Close,K-12 Educ.,5,4,5,5,5,,,5,1,5,3,5,5,5,Yes,Yes,,5,AT/ED,MULTI,5,3,4,5,5,,,,,3,5,5,,5,,5,5,5,5,,5,Some college,Err,,,,,,,,,,,,,,,,,
2000,Dec.,200012,82,AG,PSS,Entomology,Mast.,F,W,,?,,Sum.,1998,Envir Conserv,TTU,1998,N/A,N/A,,N/A,N/A,,N/A,N/A,,N/A,N/A,,RespError,RespError,RespError,,4,3,3,1,3,5,2,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,,,,Cont. Educ.,N/A,N/A,5,5,5,5,5,,,5,5,5,4,4,4,4,Yes,?,,4,PSS,DEPT-AG,5,5,5,4,4,4,4,4,4,4,4,4,4,4,,4,4,4,4,,4,Bachelor's,OK,0.85,,,,,0.05,,,0.05,0.05,,,,,,,
2000,Dec.,200012,83,AG,PSS,Crop Science,Mast.,M,W,,?,,Spr.,2001,Entomology,TTU,1997,N/A,N/A,,Law,TTU,2000,N/A,N/A,,N/A,N/A,,RespError,RespError,RespError,,4,4,4,4,5,5,5,4,4,4,3,3,4,5,5,5,5,5,4,5,5,5,5,5,,,,New job,Very Close,Govt.,2,3,3,2,5,,,2,3,3,4,4,2,4,Yes,Yes,,5,adm office,OTH,4,4,4,4,,,,,4,1,3,4,,,,4,4,4,4,,4,Doctorate,OK,0.8,,,,,0.1,0.1,,,,,,,,,,
2000,Dec.,200012,84,AS,BIOL,Biology,Doct.,F,N,,?,,Spr.,1995,Botany,SNU,1988,N/A,N/A,,Botany,SNU,1990,N/A,N/A,,N/A,N/A,,RespError,RespError,RespError,,3,2,3,3,4,3,2,3,4,3,3,3,3,2,3,3,2,2,4,3,3,2,2,3,,,,Cont. Educ.,N/A,N/A,2,2,2,2,2,2,2,2,2,2,2,3,3,3,Yes,Yes,,5,AT,ATLC,2,2,1,3,4,3,3,2,4,3,3,3,3,3,3,3,3,4,4,4,3,Master's,OK,0.65,0.05,0.05,,,0.05,,0.05,0.05,0.05,0.05,,,,,,
